Number_equivalent_letter_grade,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Number_equivalent_Principal_Program_Detail_Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
1,668,19710708,93,229,77,7,20101231,1.34,1.09,181725,39824,467,105661,0,128016,197348,80164,0,69736,7584,62152,0,0,2160,64320,64320,0,6,3,0,109771,69736,72,18,54,0,0,0,72,0,0,4,0,1.83,0,12,60,0,0,0,0
1,757,19760615,583,9,107,16,20101231,1.25,1.82,100840,27563,177,58479,0,88515,79004,30288,0,23051,0,23051,0,0,1288,23048,23048,0,3,2,0,97801,24339,16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
1,997,19860404,1251,37,113,4,20101231,1.23,2.14,525512,87475,1364,355128,0,337008,195873,38571,0,135727,7604,128123,0,0,0,102920,102920,0,1,6,2,501419,135727,107,27,0,80,0,0,107,0,0,6,0,1.75,0,27,80,0,0,0,0
1,996,19871223,520,76,139,20,20101231,1.01,1.85,1005196,181660,298,813732,0,562804,339465,35000,0,175245,5210,170035,6797,0,57689,139701,132904,6797,1,12,2,29941,239731,126,32,0,94,0,0,126,0,0,8,0,1.67,0,42,84,0,0,0,0
1,1011,19890320,492,229,15,20,20101231,1.51,1.84,518328,195964,337,212586,0,236204,128390,1,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
1,723,19720509,383,122,50,17,20101231,1.13,2.08,945279,258125,1266,605999,0,448185,505793,286156,4429,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
1,932,19821029,287,319,125,15,20101231,1.26,3,660966,20157,440,509420,0,337989,466776,353969,0,93435,4500,88935,0,0,0,64500,64500,0,10,3,1,79750,93435,82,81,0,0,1,32,50,0,0,5,0,1.88,0,29,34,19,0,0,0
1,455,20030929,680,491,142,21,20101231,1.05,1.74,2689341,93172,2048,2471956,0,1954830,1360926,237189,0,361680,6870,354810,0,0,0,354810,354810,0,21,4,0,931225,361680,300,150,0,150,0,0,300,0,0,0,0,1.92,0,72,180,48,0,0,0
1,1133,19960621,172,277,110,4,20101231,4.38,4.18,3356562,0,0,765979,0,1917708,877743,419000,0,221872,0,221872,0,0,0,220752,220752,0,16,3,0,0,221872,358,72,0,286,0,0,358,0,0,0,0,1.51,0,177,181,0,0,0,0
1,841,19770415,371,67,101,14,20101231,2.74,5.96,697694,119325,518,211017,0,521776,118157,28658,2000,0,0,0,0,0,0,59476,59476,0,1,7,2,96900,89390,96,95,0,1,0,95,1,0,0,6,0,1.27,0,70,26,0,0,0,0
1,259,20030905,800,146,50,3,20101231,1.24,1.97,904487,0,632,728739,0,1429647,804083,77036,0,76685,0,76685,0,0,0,0,0,0,1,4,2,0,76685,102,69,0,33,0,102,0,0,0,0,0,0.6,41,61,0,0,0,0,0
1,367,20040611,372,67,112,13,20100930,1.13,2.12,404937,101471,1329,266381,0,148501,171538,101642,0,85360,0,85360,0,0,0,0,0,0,1,11,2,0,85360,101,57,44,0,0,101,0,0,0,2,0,1,0,101,0,0,0,0,0
1,441,20050415,302,122,125,13,20101231,1.22,4.62,2334851,226909,7357,1716310,0,2183448,901749,428923,0,324255,0,324255,0,0,0,285617,285617,0,11,3,0,248485,324255,250,250,0,0,0,0,250,0,0,0,0,3.57,0,0,0,107,143,0,0
2,655,19710111,1036,494,46,15,20101231,1.3,0.52,552919,97747,483,348933,0,277019,873413,302597,41415,94715,10483,84232,0,32803,6601,115250,115250,0,13,3,0,84012,134119,129,129,0,0,0,0,129,0,0,0,0,2.41,0,11,62,48,8,0,0
2,789,19750515,885,229,15,17,20101231,1.17,0.67,591138,99744,1799,417228,0,285751,641579,215713,0,121497,6059,115438,1700,0,0,113536,111836,1700,1,16,2,10142,123197,162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
1,19,20010701,456,149,156,21,20101231,1.35,2.68,997561,70184,854,685336,0,719734,430069,141698,20260,165000,0,165000,0,0,0,143060,143060,0,17,2,0,544064,165000,151,126,0,25,0,0,151,0,0,0,0,2.26,0,0,111,40,0,0,0
4,501,20040302,156,504,50,3,20101231,0.87,0.51,724054,21880,566,807424,0,288489,662858,91719,0,62709,18584,44125,0,0,429,35686,35686,0,1,2,2,419525,63138,78,16,0,62,0,78,0,0,0,0,0,0.72,24,52,2,0,0,0,0
2,812,19750915,237,122,50,14,20101231,1.09,0.88,980029,408056,1711,523801,0,239722,776495,503874,0,76407,16233,60174,0,0,0,61000,61000,0,1,6,2,44600,76407,90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
1,707,19711209,449,277,110,21,20101231,1.12,1.22,2160924,310840,1475,1652007,0,1182441,1900592,929217,0,380643,0,380643,8000,0,0,276758,272158,4600,2,21,5,294768,388643,448,448,0,0,0,114,334,0,0,3,0,1.56,0,228,188,32,0,0,0
1,672,19710812,273,83,75,4,20101231,2.15,1.67,859329,0,589,399386,0,326115,410565,215000,0,128439,1500,126939,7700,0,0,127481,120436,7045,1,9,2,0,136139,164,33,0,131,0,0,164,0,0,0,0,1.1,17,114,33,0,0,0,0
1,910,19840919,412,113,88,18,20101231,1.3,2.16,683443,156376,1373,404638,0,412869,261332,70000,0,153060,4500,148560,0,0,0,131198,131198,0,13,3,2,696960,153060,170,43,0,127,0,60,110,0,0,10,0,1.86,0,60,74,36,0,0,0
1,18,20001201,514,89,20,14,20101231,1.7,5.06,2477322,38139,1623,1434231,0,1433935,404885,121569,0,246135,0,246135,0,0,0,0,0,0,1,14,2,0,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,1051,19881014,87,214,47,20,20101231,1.62,2.67,664491,138869,1052,323706,0,427956,160322,1,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,640,19710520,109,169,115,16,20101231,1.26,1.06,583320,159230,410,336357,0,271411,426075,170500,0,169400,0,169400,0,0,0,150000,150000,0,1,18,0,0,169400,200,2,198,0,0,0,200,0,0,0,0,1.5,0,100,100,0,0,0,0
2,857,19790927,517,229,15,15,20101231,0.93,2.98,701743,141814,1149,599410,0,616738,619394,412126,0,0,0,0,0,0,0,64300,64300,0,1,4,1,123295,90221,94,93,0,0,1,91,3,0,0,10,0,1.15,0,83,8,3,0,0,0
1,810,19780321,7,36,109,14,20101231,1.63,3.19,557238,102956,423,278619,0,136627,181578,138772,0,92998,17000,75998,0,0,0,76280,76280,0,6,2,0,273252,92998,100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0
1,743,19730806,1126,318,52,4,20101231,3.88,2.8,1290624,212534,1966,277344,0,900255,481245,159683,0,152858,0,152858,0,0,0,115320,115320,0,2,4,2,225204,152858,143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
2,731,19730607,504,66,8,17,20101231,1.33,0.55,248905,80610,190,126641,0,104263,254026,64438,0,54112,10510,43602,0,0,3210,43560,43560,0,1,3,0,90022,54112,60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
1,197,20040402,466,122,116,15,20100630,1.35,7.08,416833,30963,10950,277413,0,1230884,215548,41705,0,45000,45000,0,0,0,0,36600,36600,0,1,3,1,0,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
1,852,19791221,187,257,124,15,20101231,2.24,9.59,580818,16758,2092,250388,0,587894,86197,24874,0,61738,3424,58314,6185,0,0,46449,40742,5707,1,6,2,13534,67923,70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
1,255,20020201,928,175,108,14,20101231,1.25,5.63,335537,0,789,267391,0,435403,195593,118279,0,49458,0,49458,0,0,0,0,0,0,9,6,4,0,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,198,20050511,1107,451,117,15,20100630,1.18,2.01,408222,35872,5107,310974,0,154826,121080,44028,0,80000,0,80000,0,0,0,0,0,0,1,4,2,0,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
2,1054,19900420,924,149,35,20,20101231,1.15,0.22,547355,89865,772,398327,0,310805,2026710,1,621753,68160,2543,65617,3600,1023,0,53128,49528,3600,4,4,1,36083,72783,54,27,14,13,0,0,54,0,0,2,0,2.3,2,5,25,19,3,0,0
1,645,19711001,832,89,121,15,20101231,1.28,1.48,812466,188666,946,488191,0,240487,315618,153217,0,107600,0,107600,0,0,0,85100,85100,0,6,4,0,38053,107600,135,92,0,43,0,0,135,0,0,0,0,0.9,49,61,15,10,0,0,0
1,1383,20081218,1021,122,50,15,20101231,1.55,2.87,256076,50088,2371,130958,0,1039667,371171,8329,0,97208,20694,76514,0,0,246,61388,61388,0,2,3,2,0,97454,90,90,0,0,0,90,0,0,0,7,0,1.37,0,57,33,0,0,0,0
1,1384,20090203,955,122,50,15,20101231,1.32,3.6,168779,24497,1846,108090,0,611359,174728,5125,0,58692,11640,47052,0,0,0,36831,36831,0,2,4,2,51102,58692,38,38,0,0,0,0,38,0,0,2,0,2.03,0,9,23,2,4,0,0
2,201,20030108,1245,89,114,14,20101231,1.41,0.83,2580090,93624,1775,1768225,0,1094200,1915199,600392,0,259495,0,259495,0,0,0,0,0,0,2,9,4,0,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
1,451,20040421,801,122,50,21,20101231,1.11,4.09,95854,3265,229,82946,0,114758,73189,45132,0,11717,4172,7545,0,0,0,6773,6773,0,1,3,1,99891,11717,19,19,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0
1,204,20040429,28,148,123,14,20101231,1.28,2.68,259040,24293,958,182386,0,93149,58545,23750,0,4983,2395,2588,0,0,0,0,0,0,1,3,1,0,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
1,918,19830405,631,231,40,14,20101231,1.17,1.7,1759571,130448,315,1397124,0,572067,1266079,930241,0,200310,0,200310,0,0,0,150006,150006,0,2,4,2,733346,200310,236,235,0,0,1,235,1,0,0,24,0,1,0,236,0,0,0,0,0
5,1008,19870902,126,229,15,20,20101231,0.73,0.59,298263,80218,51,297579,0,190453,324218,1,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
1,349,20091204,1178,26,125,13,20101231,32.53,2.69,1074570,5010,309,32869,0,1167161,2266185,1832655,0,199384,25799,173585,0,0,0,169824,169824,0,8,3,0,611723,199384,216,209,0,7,0,0,216,0,0,1,0,2.11,0,42,108,66,0,0,0
1,225,20040123,711,401,68,14,20100930,1.12,1.44,845645,160585,963,611313,0,284482,284233,87013,0,155000,0,155000,0,0,0,0,0,0,1,3,3,0,155000,160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
1,753,19750626,158,79,32,16,20101231,1.11,1.73,1919233,80280,210,1656495,0,440590,635283,380000,0,169000,0,169000,0,0,0,150000,150000,0,26,2,0,1488880,169000,200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
1,729,19731205,366,49,85,17,20101231,1.21,6.49,441276,128834,203,257837,0,462938,237593,166255,0,156000,3600,152400,2000,0,0,90810,88810,2000,16,4,3,79688,158000,127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
1,205,20030822,887,147,154,14,20101231,1.39,1.74,4874392,866010,4013,2882894,0,2277781,2225548,915226,0,164915,0,164915,10021,0,0,0,0,0,2,8,4,0,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
1,17,20010814,950,175,71,13,20101231,1.74,2.81,662172,71877,2128,338807,0,606081,252989,37122,0,35000,35000,0,0,0,0,29219,29219,0,2,5,0,0,35000,27,27,0,0,0,0,27,0,0,2,0,3.19,0,0,3,16,8,0,0
1,372,20030710,902,181,133,13,20101231,1.15,3.47,2604999,278788,6995,2020317,0,2994403,1396868,534272,0,173308,31308,142000,0,2019,0,0,0,0,2,4,0,0,175327,185,172,13,0,0,0,185,0,0,20,0,1.64,20,70,71,8,12,4,0
3,699,19720207,736,50,37,11,20101231,0.97,1.06,973581,153313,1857,846305,0,421727,637233,237693,0,193371,24020,169351,0,0,4835,170958,170958,0,33,3,0,405108,193371,204,68,136,0,0,0,204,0,0,10,0,2,0,56,93,55,0,0,0
1,215,20040218,193,175,131,15,20100930,1.13,3.82,474490,13502,3456,406652,0,582701,210596,58238,0,64069,64069,0,0,0,0,62606,62606,0,2,9,2,0,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
1,868,19821018,124,48,95,15,20101231,1.23,5.15,223812,30792,139,156314,0,65722,129502,116736,0,22510,5554,16956,0,0,0,17082,17082,0,1,4,1,28364,22510,30,30,0,0,0,30,0,0,0,2,0,1.07,0,28,2,0,0,0,0
1,855,19820427,428,67,101,15,20101231,1.18,11.52,906989,96601,1251,687583,0,1105030,574594,478708,0,86054,1234,84820,0,0,0,52229,52229,0,5,4,1,162493,86054,86,85,0,1,0,80,6,0,0,7,0,1.17,5,67,8,6,0,0,0
1,808,19750515,194,229,15,6,20101231,1.33,1.44,541675,100388,285,332831,0,336932,429776,195234,0,104521,24493,80028,0,8269,0,84900,84900,0,1,10,2,75702,112790,130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
2,253,20011201,877,89,114,15,20101231,1.12,0.51,2228763,110051,1199,1890223,0,1043699,2827599,766771,0,111394,25270,86124,15871,4078,1149,94729,78858,15871,1,11,2,11102,132492,140,139,0,1,0,140,0,0,0,9,0,0.97,4,136,0,0,0,0,0
1,216,20061017,686,160,127,14,20101231,1.06,2.38,421359,0,1424,397883,0,320809,253817,119000,0,78546,0,78546,0,0,0,0,0,0,1,2,1,0,78546,99,98,0,1,0,98,1,0,0,0,0,1.01,0,98,1,0,0,0,0
2,716,19730823,1205,83,75,17,20101231,0.94,1.56,393869,102992,1682,307243,0,273534,355784,180244,0,127656,23719,103937,0,0,7075,123076,123076,0,7,5,2,153182,127656,156,39,117,0,0,0,156,0,0,0,0,1.31,18,82,45,11,0,0,0
1,778,19750415,598,229,15,21,20101231,1.57,2.16,425060,67930,1784,226017,0,285251,262424,130131,0,107000,0,107000,0,0,0,79920,79920,0,5,3,0,98600,107000,120,30,78,12,0,120,0,0,0,13,0,1.4,0,72,48,0,0,0,0
1,218,20040323,618,158,98,14,20101231,1.43,3.66,297702,58688,335,167003,0,434657,143912,25114,0,36000,0,36000,0,0,0,0,0,0,1,5,1,0,36000,43,42,0,0,1,42,0,0,1,4,0,1,0,43,0,0,0,0,0
1,1163,20020206,833,503,65,3,20101231,0.75,1.33,187149,39260,1063,195085,0,615132,482191,19971,0,66390,0,66390,0,0,0,0,0,0,1,5,2,0,66390,82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0
1,1404,20081231,251,57,103,21,20101231,1.03,8.87,845903,0,166,819632,0,741066,135481,51980,0,189376,24822,164554,0,1544,15204,160626,160626,0,8,3,0,236538,206124,166,161,0,5,0,0,166,0,0,0,0,2.27,0,1,119,46,0,0,0
2,800,19770401,831,89,114,14,20101231,1.36,0.87,3167030,3959,2257,2330390,0,1492710,2872972,1164860,0,158781,2120,156661,10058,0,0,115599,106048,9551,1,14,2,0,168839,188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0
1,804,19770402,828,89,114,14,20101231,1.45,2.1,3718700,0,1865,2564484,0,1823370,2113190,1245911,0,180575,2120,178455,10058,0,0,131415,121864,9551,1,16,2,22467,190633,216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0
1,904,19800319,89,83,75,13,20101231,1.05,1.61,720163,23719,1123,661184,0,204405,705236,578597,0,71236,1898,69338,1800,0,0,51381,49731,1650,1,4,1,49266,73036,75,75,0,0,0,75,0,0,0,8,4,1.12,0,66,9,0,0,0,0
3,1014,19870825,96,122,50,20,20101231,0.91,0.38,657294,97227,2117,612456,0,153449,527995,119777,0,119870,2508,117362,0,0,0,96976,96976,0,5,3,0,685220,119870,120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1,840,19791120,999,152,74,14,20101231,1.24,1.19,365363,11063,182,285536,0,284786,367157,127539,0,78084,13134,64950,0,0,3451,60831,60831,0,4,2,1,95289,81535,73,73,0,0,0,0,73,0,0,3,0,1.77,0,29,34,8,2,0,0
1,1000,19870623,910,181,133,20,20101231,1.69,3.7,551330,102701,2436,264062,0,497239,179357,44811,0,51399,748,50651,1926,0,880,38918,37118,1800,3,8,1,20769,54205,61,15,0,46,0,0,61,0,0,5,0,1.69,2,30,15,13,1,0,0
1,916,19830110,118,232,5,15,20101231,1.19,2.46,817382,67823,553,628630,0,448199,568933,387000,0,115295,6295,109000,0,0,0,83711,83711,0,2,6,0,69833,115295,125,124,0,0,1,124,1,0,0,6,0,0.99,6,114,5,0,0,0,0
2,977,19870107,910,175,134,18,20101231,1.1,0.72,3241187,339683,697,2628198,0,653214,2195875,1284624,0,340477,5595,334882,6563,0,0,252785,246717,6068,8,7,4,143748,347040,269,67,135,67,0,0,269,0,0,18,0,2.02,1,93,92,66,17,0,0
5,667,19720928,1073,223,82,15,20101231,0.16,0,8030,5131,18,18235,0,0,0,0,0,8388,888,7500,0,1837,1173,9096,9096,0,1,3,0,4868,11398,6,6,0,0,0,0,6,0,0,0,0,3.67,0,0,0,2,4,0,0
2,760,19740404,916,513,143,16,20101231,1.68,0,221966,10624,6,125547,0,0,0,0,0,29696,5484,24212,0,0,650,24557,24557,0,4,4,0,10713,30346,17,4,6,7,0,0,17,0,0,0,0,1.59,3,3,9,2,0,0,0
1,818,19760721,547,175,76,15,20101231,1.11,1.67,143362,0,128,128563,0,234270,224362,84441,0,56065,14124,41941,0,0,0,39950,39950,0,1,6,1,11186,56065,61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
1,859,19850702,220,122,50,20,20101231,1.22,2,682148,66903,1013,502552,0,394951,352842,155315,0,128476,2065,126411,0,0,0,82443,82443,0,1,7,2,46564,128476,99,25,0,74,0,0,99,0,0,5,0,1.76,0,24,75,0,0,0,0
2,1010,19861231,1221,229,15,18,20101231,1.01,0.49,445912,60575,176,382673,0,253349,515638,1,0,211426,8596,202830,0,0,0,134084,134084,0,1,5,2,102235,211426,155,39,0,116,0,0,155,0,0,0,0,1.9,0,25,120,10,0,0,0
1,770,19740107,207,85,44,16,20101231,1.09,1.88,784478,271793,347,468030,0,665143,619838,266601,0,250362,38579,211783,0,0,0,206566,206566,0,4,6,5,379997,250362,284,84,155,45,0,244,40,0,0,21,0,1.05,19,233,31,1,0,0,0
2,790,19750915,666,149,156,10,20101231,1.23,0.92,1450720,134394,794,1072795,0,919423,1619778,619542,0,336637,48243,288394,0,0,10724,264038,264038,0,7,6,6,234351,347361,191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0
1,221,20050408,696,483,158,14,20101231,1.18,2.41,773048,171403,1324,508367,0,363699,211782,60593,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,151,150,0,0,1,151,0,0,0,15,0,1.1,0,136,15,0,0,0,0
1,1154,20010627,667,504,87,3,20101231,2.33,2.29,2100357,70627,491,872433,0,2012329,967385,88232,0,91887,91887,0,0,0,0,0,0,0,1,3,2,0,91887,95,19,0,76,0,95,0,0,0,5,0,0.53,53,34,8,0,0,0,0
1,538,20050822,434,229,15,22,20101231,1.14,3.64,82401,6608,287,66308,0,341085,102898,9243,0,64308,5031,59277,0,0,0,51656,51656,0,25,1,0,475000,64308,60,54,0,6,0,48,12,0,0,3,0,1.6,0,48,0,4,4,4,0
1,450,20030626,1065,507,146,22,20101231,1.15,5.04,234406,13915,139,192029,0,380586,104538,28994,0,79943,4546,75397,3203,1197,971,71818,68615,3203,12,3,0,127005,85314,63,59,0,4,0,0,63,0,0,0,0,2.19,0,11,29,23,0,0,0
3,831,19780310,765,147,154,14,20101231,0.87,1.58,1054137,43660,2557,1153061,0,566725,1186789,828079,0,156000,4800,151200,0,0,0,131900,131900,0,9,3,2,499241,156000,164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0
5,987,19850731,985,149,149,18,20101231,0,0.22,382609,6017,385,0,0,712284,6691527,2061895,1463439,87255,10754,76501,1127,4499,265,71374,70247,1127,10,3,0,70297,93146,82,45,37,0,0,6,76,0,0,0,0,2.38,0,12,37,23,10,0,0
1,1170,20010419,1052,122,97,21,20101231,1.14,5.64,149823,4667,1330,125636,0,345033,75797,14635,0,70000,0,70000,0,0,0,0,0,0,1,5,2,0,70000,45,44,0,0,1,14,31,0,0,6,0,1,14,17,14,0,0,0,0
1,1166,20011001,1257,316,129,13,20101231,1.47,3.09,1737477,78576,2812,1122910,0,690834,330364,106716,0,238906,34882,204024,0,0,0,0,0,0,10,3,1,891673,238906,274,252,0,22,0,0,274,0,0,14,0,2,0,60,154,60,0,0,0
1,785,19741017,1263,148,148,16,20101231,1.06,2,119374,36071,43,78619,0,100378,90351,40100,0,35000,0,35000,0,0,0,23900,23900,0,1,3,0,0,35000,34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0
1,827,19790206,242,130,22,14,20101231,2.41,2.67,760299,42238,74,298520,0,5076558,1900956,1,-1,135699,30902,104797,0,0,0,104585,104585,0,4,8,4,104642,135699,151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0
2,890,19801007,322,141,151,15,20101231,1.13,0.81,301632,138204,177,144086,0,61730,138833,63032,0,0,0,0,0,0,0,27750,27750,0,6,5,1,18680,46035,45,45,0,0,0,9,36,0,0,2,0,1.27,0,33,12,0,0,0,0
1,1030,19890208,1000,122,57,20,20100630,1.14,2.71,240666,47583,1763,168369,0,861862,318426,1,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
4,995,19870812,152,319,74,2,20101231,0,0.8,99423,39045,117,0,0,201229,250426,1,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
1,262,20020724,898,175,71,14,20101231,1.59,2.01,3694862,136002,8411,2237809,0,4279404,2360114,235759,0,288863,288863,0,6815,0,0,0,0,0,17,3,0,0,295678,190,190,0,0,0,0,190,0,0,10,0,2.41,0,11,120,33,23,2,1
1,811,19780829,862,122,50,14,20101231,1.25,3.97,628790,81742,2799,435196,0,1138960,540515,253328,0,74718,11472,63246,0,0,2574,57230,57230,0,1,4,1,39750,77292,87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0
1,389,20050303,405,37,113,15,20101231,1.89,6.44,1463663,0,3246,770754,0,1224538,459123,269060,0,156393,0,156393,0,0,0,0,0,0,28,2,0,0,156393,200,167,0,33,0,0,200,0,0,1,0,1.57,0,96,94,10,0,0,0
1,16,20010423,896,175,71,13,20101231,1.88,1.85,2560487,0,6108,1356919,0,4032594,2327380,150920,0,155687,9685,146002,5121,0,0,154928,151166,3762,7,3,2,55156,160808,181,181,0,0,0,0,181,0,0,9,0,2.1,11,52,64,24,26,0,4
1,1017,19870123,84,229,77,20,20101231,1.12,2,887197,191586,276,620631,0,492716,246418,1,0,164395,2185,162210,0,0,0,142264,142264,0,9,2,0,642510,164395,150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1,1038,19880330,84,229,77,20,20101231,1.29,2.28,577152,115134,354,356619,0,351281,153809,1,0,105125,2390,102735,0,0,0,91267,91267,0,5,2,0,430000,105125,95,33,0,62,0,0,95,0,0,8,0,2.35,0,0,70,17,8,0,0
1,893,19801110,961,257,124,15,20101231,1.34,2.74,848268,137893,2785,529655,0,740151,579378,309011,0,0,0,0,0,0,0,76640,76640,0,5,4,2,49600,93610,100,100,0,0,0,77,23,0,0,0,0,1.11,9,71,20,0,0,0,0
1,1034,19881020,1173,253,145,19,20101231,1.11,2.49,960037,168371,2208,712334,0,582352,233835,1,0,311335,0,311335,0,0,0,209425,209425,0,1,4,4,249068,311335,175,45,0,130,0,0,175,0,0,8,0,2.09,0,14,132,29,0,0,0
1,1169,20020301,573,149,156,13,20101231,1.29,2.02,1613710,121489,708,1157145,0,1113109,911602,347924,13148,199466,0,199466,0,0,0,0,0,0,21,9,1,0,199466,240,171,69,0,0,0,240,0,0,0,0,2.28,0,112,20,42,60,6,0
1,13,20010522,974,149,149,13,20101231,1.37,4.19,674335,67878,2910,440063,0,1586713,421211,42552,0,102430,102430,0,0,0,0,85360,85360,0,3,4,0,51340,102430,88,88,0,0,0,0,88,0,0,5,0,2.28,0,19,37,20,12,0,0
1,1062,19920102,627,158,98,22,20101231,1.08,1.07,633618,80000,315,511522,0,208769,396600,201923,0,81372,0,81372,0,0,0,63532,63532,0,1,4,1,0,81372,59,21,0,38,0,0,59,0,0,3,0,1.86,0,14,39,6,0,0,0
5,985,19850819,1004,149,100,18,20101231,0,0.35,362267,48078,827,0,0,790867,4764721,1,2496395,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
1,1037,19890817,892,149,28,20,20101231,1.6,2.3,538571,84500,1117,282361,0,265685,124059,8732,0,53433,2731,50702,0,0,7640,40068,40068,0,1,7,1,16628,61073,40,26,0,14,0,0,40,0,0,4,0,2.53,0,9,11,10,10,0,0
1,775,19741204,869,89,121,14,20101231,1.2,7.24,413361,105214,1405,256110,0,439128,322555,261926,0,40204,7358,32846,0,0,0,32760,32760,0,1,3,0,50829,40204,49,49,0,0,0,49,0,0,0,0,0,1.29,0,35,14,0,0,0,0
1,892,19800616,1182,148,155,15,20101231,1.65,20.3,631295,59215,1021,345926,0,695995,166202,131909,0,0,0,0,0,0,0,60831,60831,0,3,5,2,130284,74356,89,89,0,0,0,73,16,0,0,8,0,1.19,11,53,22,3,0,0,0
1,1198,20071024,580,175,1,22,20101231,1.17,2.86,171989,0,820,145870,0,276679,105779,9169,0,40389,2664,37725,0,0,990,40014,40014,0,6,3,0,0,41379,40,40,0,0,0,0,40,0,0,0,0,2.03,0,10,20,9,1,0,0
