Number_equivalent_letter_grade,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Number_equivalent_Principal_Program_Detail_Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
2,797,19750415,839,492,62,16,20101231,5.46,0,123376,0,172,22581,0,0,0,0,0,10126,2431,7695,0,1820,0,8698,8698,0,1,5,0,2279,11946,10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0
2,690,19730523,753,229,15,10,20101231,1.03,0.93,1149443,226157,821,898263,0,412032,967618,526796,0,236640,4218,232422,0,0,0,231640,231640,0,20,2,0,889715,236640,300,75,200,25,0,0,300,0,0,0,0,1.41,0,176,124,0,0,0,0
2,795,19741017,753,229,15,16,20101231,1.12,0.71,980971,221132,3124,674806,0,316338,844163,395837,0,223115,1578,221537,0,0,0,238040,238040,0,84,2,0,890802,223115,270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0
1,908,19801118,1147,507,41,15,20101231,1.24,5.99,393467,17719,287,301963,0,547296,211848,120531,0,82425,1005,81420,3312,0,0,55071,52189,2882,3,4,2,32233,85737,71,71,0,0,0,41,30,0,0,6,0,1.21,0,56,15,0,0,0,0
1,876,19811120,1142,122,50,14,20101231,1.17,8.89,2280593,143078,3890,1820535,0,2342162,963937,700449,0,126816,20955,105861,0,0,302,98364,98364,0,1,7,2,106362,127118,161,160,0,0,1,160,1,0,0,16,0,1.13,0,140,21,0,0,0,0
1,56,20070628,180,36,109,15,20101231,1.25,5.2,511755,19269,1031,393351,0,492719,142225,47515,0,54550,0,54550,1611,0,0,44929,43640,1289,2,5,1,0,56161,65,65,0,0,0,0,65,0,0,6,0,1.15,0,55,10,0,0,0,0
1,872,19810311,769,148,111,14,20101220,1.9,1.99,1267095,6314,2459,660797,0,1114100,1113949,553543,0,131894,3860,128034,0,0,0,91262,91262,0,2,5,2,483080,131894,130,130,0,0,0,130,0,0,0,12,0,1.29,0,92,38,0,0,0,0
2,737,19730731,315,278,141,17,20101231,1.12,0.81,2307825,452978,770,1662466,0,506616,1514231,886337,0,542637,13486,529151,27384,0,0,395811,373110,22701,4,35,10,27591,570021,489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
1,755,19741119,78,71,19,16,20101231,1.06,2.72,122638,28239,266,89199,0,66978,24584,1,0,36836,0,36836,0,0,231,34400,34400,0,8,2,0,668612,37067,40,10,30,0,0,4,36,0,0,0,0,1.8,0,20,10,8,2,0,0
4,60,20050110,848,366,34,15,20100630,0.82,0.7,743460,312801,3734,523204,0,158712,295614,68054,0,80101,24468,55633,0,0,0,60805,60805,0,1,7,2,32146,80101,120,119,0,0,1,119,1,0,0,7,0,0.74,31,89,0,0,0,0,0
1,853,19790924,407,159,73,14,20101231,1.53,6.86,512266,30634,3020,312346,0,1275170,332429,146605,0,84941,14204,70737,0,0,5743,68072,68072,0,1,6,2,71952,90684,100,100,0,0,0,81,19,0,0,10,0,1.3,0,76,18,6,0,0,0
5,1036,19871221,185,149,78,18,20101231,0.64,0.02,801589,44666,354,1184695,0,177473,24277179,8587264,4073696,106329,3565,102764,0,40096,0,102764,102764,0,3,4,1,133650,146425,117,117,0,0,0,0,117,0,0,6,0,1.88,0,49,39,23,6,0,0
5,986,19850801,1083,149,33,18,20101231,0,0.14,183796,0,69,0,0,234476,5213752,1,3479589,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
1,791,19750626,1216,149,156,10,20101231,1.31,1.65,1142862,154187,2826,755242,0,428959,698354,437903,0,0,0,0,0,0,0,165000,165000,0,1,12,4,0,228985,250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0
4,805,19741119,723,80,39,16,20101231,0.89,0.46,521563,162433,808,401764,0,263531,814639,239233,0,173237,12164,161073,0,344,7008,155280,155280,0,12,3,0,633834,180589,176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0
3,65,20040602,1142,366,34,14,20101231,0.94,0.97,524659,53131,3245,498485,0,121377,180668,56009,0,72792,72792,0,0,0,0,46674,46674,0,1,7,2,59072,72792,100,99,0,0,1,100,0,0,0,8,0,0.74,26,74,0,0,0,0,0
2,767,19750724,1175,147,154,16,20101231,1.22,0.49,88976,5539,109,68120,0,55909,151021,36000,0,35446,4633,30813,5140,0,0,24770,19770,5000,1,5,1,17400,40586,31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
2,700,19750415,722,146,16,16,20101231,1.26,0.34,429156,120874,254,244617,0,139478,542593,129708,0,80000,0,80000,0,0,0,55150,55150,0,1,7,0,0,80000,89,23,66,0,0,89,0,0,0,12,0,1.08,0,82,7,0,0,0,0
1,496,20040326,1030,122,97,22,20101231,0.99,5.78,332050,0,1291,334007,0,458327,119672,40411,0,45765,5188,40577,0,0,0,40577,40577,0,1,4,1,33679,45765,46,46,0,0,0,0,46,0,0,6,0,2.11,0,4,34,7,1,0,0
1,617,20061026,471,83,106,4,20101231,3.63,5.26,1355228,0,2668,372491,0,1493860,551201,266958,0,215711,33057,182654,0,0,28329,176367,176367,0,6,3,1,723096,244040,156,32,0,124,0,0,156,0,0,0,0,1.65,0,54,102,0,0,0,0
1,587,20061026,475,83,106,4,20101231,3.28,5.56,814158,0,2037,247718,0,977512,353797,178107,0,122990,18962,104028,0,0,4530,0,0,0,5,3,0,247893,127520,108,22,0,86,0,0,108,0,0,0,0,1.67,0,36,72,0,0,0,0
1,261,20030630,208,122,50,21,20101231,1.01,1.03,616430,28131,160,581608,0,185831,247444,66814,0,95730,0,95730,0,0,0,0,0,0,1,5,2,0,95730,60,18,0,42,0,0,60,0,0,0,0,2.17,0,0,50,10,0,0,0
1,792,19741017,904,257,124,17,20101231,1.03,1.03,841762,398958,1465,429096,0,413155,647740,247056,0,132448,21363,111085,1165,0,3120,119873,118708,1165,2,7,4,59923,136733,181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0
5,796,19750415,1108,229,15,21,20101231,0.8,0.25,72872,26577,285,57658,0,38804,188731,33822,0,22584,4396,18188,0,0,0,20420,20420,0,2,4,0,10869,22584,28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
1,1191,20080630,610,319,91,21,20101231,0.93,1.76,238209,1741,67,253814,0,329946,304706,30452,86665,53007,13432,39575,0,0,0,29556,29556,0,1,3,1,96360,53007,38,15,0,23,0,38,0,0,0,0,0,1.58,0,16,22,0,0,0,0
1,591,20060217,272,229,15,22,20101231,0.93,1.63,616219,48373,498,611917,0,510815,356965,44239,0,203764,37736,166028,0,0,0,125734,125734,0,1,8,2,104380,203764,146,61,0,85,0,0,146,0,0,0,0,1.41,0,86,60,0,0,0,0
1,828,19760615,1269,89,121,15,20101231,1.62,1.75,222504,0,596,136992,0,174489,174289,74619,0,61827,11803,50024,0,6305,0,40500,40500,0,3,5,1,103237,68132,55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
1,74,20040929,979,451,43,14,20101231,1.03,1.48,881673,49118,2694,804867,0,1354840,1018883,105029,0,110566,0,110566,0,0,0,0,0,0,1,18,2,0,110566,145,144,0,0,1,144,1,0,0,8,0,0.81,28,117,0,0,0,0,0
1,75,20050525,802,160,23,14,20100831,2.69,2.95,2267590,90798,6142,805800,0,2531171,972901,115444,0,168000,0,168000,0,0,0,0,0,0,2,9,2,0,168000,200,199,0,0,1,199,1,0,0,15,0,0.98,12,180,8,0,0,0,0
2,677,19711111,1012,223,82,10,20101231,1.22,0,29503,15935,241,10894,0,0,0,0,0,12158,0,12158,0,0,0,6665,6665,0,1,3,0,9972,12158,9,3,6,0,0,0,9,0,0,0,0,2,0,0,9,0,0,0,0
1,697,19720622,48,36,109,14,20101231,1.66,6.55,438966,48146,312,235398,0,565697,238745,152402,0,135968,12568,123400,0,0,4100,115800,115800,0,5,3,0,308404,135968,124,108,15,0,1,0,124,0,0,2,0,1.82,0,34,78,12,0,0,0
1,77,20050314,739,508,53,14,20101231,1.2,1.44,873101,271183,3391,499862,0,893648,689014,67437,0,106870,0,106870,0,0,0,0,0,0,3,3,3,0,106870,150,149,0,0,1,149,1,0,0,15,0,1.04,0,144,6,0,0,0,0
1,1168,20000519,766,176,27,13,20101231,1.17,2.26,1233488,295251,2099,802758,0,704194,725998,415052,0,207654,0,207654,0,0,0,0,0,0,7,2,0,0,207654,200,196,0,0,4,0,200,0,0,10,0,2.3,0,20,100,80,0,0,0
1,897,19791005,360,36,109,15,20101231,1.7,3.12,309936,45840,864,155016,0,324846,124652,20511,0,56749,9007,47742,1215,0,0,33161,31946,1215,2,5,1,22038,57964,50,50,0,0,0,50,0,0,0,5,0,0.96,5,42,3,0,0,0,0
1,922,19820519,1058,122,50,15,20101231,1.23,3.72,859261,190020,1324,542646,0,1147899,714097,405251,0,74634,2423,72211,0,0,0,49528,49528,0,1,7,2,36208,74634,91,90,0,0,1,91,0,0,0,15,0,1.11,0,81,10,0,0,0,0
2,781,19750115,858,228,51,16,20101231,1.17,0.71,324543,43224,9,240464,0,223687,440234,125505,0,110184,25852,84332,0,7476,3850,85000,85000,0,4,5,1,44462,121510,96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0
1,678,19720411,331,149,156,10,20101231,1.12,1.69,769049,173775,606,529071,0,222563,393614,261569,0,150408,3998,146410,0,0,0,154208,154208,0,22,3,0,786170,150408,160,40,120,0,0,0,160,0,0,3,0,1.89,0,42,94,24,0,0,0
1,889,19800404,329,36,109,15,20101231,1.6,6.09,842874,29189,2421,505535,0,860711,209665,68441,0,140000,0,140000,0,0,0,130232,130232,0,13,2,0,1235143,140000,148,148,0,0,0,0,148,0,0,8,0,1.69,0,64,66,18,0,0,0
1,409,20050415,303,122,125,17,20101231,1.29,3.58,2089488,165703,5550,1487984,0,2066410,1002617,424921,0,239851,40597,199254,0,0,17052,193894,193894,0,3,10,2,248485,256903,366,293,73,0,0,0,366,0,0,0,0,1.65,0,257,19,51,39,0,0
1,830,19981210,1045,257,124,14,20101231,1.94,1.48,485593,36814,892,231002,0,275034,255103,69291,0,64747,0,64747,0,0,0,0,0,0,1,7,2,0,64747,95,94,0,0,1,94,1,0,0,12,0,1.13,0,83,12,0,0,0,0
1,763,19740522,382,67,101,16,20101231,1.3,2.25,611497,210735,775,308395,0,283615,308940,180919,2000,126816,23654,103162,0,0,4698,97970,97970,0,1,7,2,89729,131514,152,38,114,0,0,114,38,0,0,14,0,1.14,0,130,22,0,0,0,0
1,844,19780829,233,66,8,14,20101231,1.17,2.4,1537062,65188,2442,1252386,0,869127,1329642,967996,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
2,738,19751015,526,282,120,16,20101231,1.18,0.84,519063,84434,1312,368432,0,570592,878041,198273,0,116872,1296,115576,14870,0,0,115646,100776,14870,1,12,2,37826,131742,131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
1,875,19791121,160,122,50,15,20101231,2.4,7.13,1476520,114940,1104,567832,0,2851791,661564,261393,0,0,0,0,0,0,0,105270,105270,0,4,4,4,264409,152570,169,169,0,0,0,155,14,0,0,15,0,1.34,0,111,58,0,0,0,0
1,85,20070628,170,36,109,13,20101231,1.75,5.12,2250225,164453,3283,1189124,0,2023584,537165,142127,0,191538,0,191538,0,0,0,124176,124176,0,4,0,5,0,191538,321,321,0,0,0,220,101,0,0,0,0,0.19,260,61,0,0,0,0,0
1,87,20060918,1118,451,117,14,20101231,5.58,1.46,1990472,338147,1953,296015,0,711112,520348,34378,0,75648,0,75648,0,0,0,48100,48100,0,1,0,2,0,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
1,883,19800111,1187,160,136,14,20101231,1.09,4.48,1664777,88840,4593,1440175,0,869212,355974,50233,111817,0,0,0,0,0,0,90547,90547,0,4,8,2,106703,139104,159,159,0,0,0,143,16,0,0,10,0,1.19,0,130,27,2,0,0,0
1,334,20081231,1104,57,103,15,20101231,1.28,6.06,1574367,0,3112,1228735,0,844568,207923,68610,0,169791,22656,147135,0,0,10350,146004,146004,0,6,3,0,248189,180141,138,135,0,3,0,0,138,0,0,0,0,2.52,0,0,66,72,0,0,0
1,824,19750724,1123,232,5,16,20101231,1.21,1.69,432448,32443,2104,327674,0,325516,357682,165000,0,119832,27257,92575,4700,0,0,108350,103650,4700,2,8,2,65255,124532,147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
1,336,20081231,1109,57,103,13,20101231,1.13,4.94,1424221,0,156,1264067,0,717054,214719,69430,0,118023,18753,99270,0,0,7002,99210,99210,0,6,3,0,0,125025,108,90,0,16,2,0,108,0,0,0,0,2.17,0,0,90,18,0,0,0
1,1077,19951211,23,36,59,4,20100630,1.07,10.35,105127,45298,259,55822,0,342077,51595,18529,0,30900,0,30900,0,0,0,27504,27504,0,5,3,0,0,30900,32,7,5,20,0,0,32,0,0,2,0,2,0,0,32,0,0,0,0
1,954,19830624,640,122,50,14,20101231,1.39,1.4,800726,56832,588,535541,0,348689,613985,365620,0,74768,3600,71168,0,0,0,56857,56857,0,6,2,0,0,74768,111,110,0,0,1,110,1,0,0,11,0,0.76,28,82,1,0,0,0,0
1,1379,20080512,1075,507,146,22,20101231,3.81,1.25,615923,44337,37,150009,0,1554175,1250581,9513,0,62048,0,62048,0,0,0,0,0,0,1,5,1,0,62048,114,105,9,0,0,0,114,0,0,0,0,2.25,0,18,57,33,5,1,0
1,1380,20080512,1075,507,146,22,20101231,3.75,2.46,273010,0,40,72705,0,1110662,459033,7507,0,48867,0,48867,0,0,0,0,0,0,8,2,0,0,48867,38,37,1,0,0,0,38,0,0,0,0,3.18,0,0,0,32,5,1,0
1,809,19750515,1022,93,140,15,20101231,4.01,1.1,776633,0,538,193405,0,3901720,16220407,0,12660000,241320,36597,204723,1859,26611,5774,184219,182360,1859,17,3,3,153184,275564,220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
1,1003,19860404,581,93,140,20,20101231,1.11,1.24,301112,28979,65,246214,0,263277,248448,31699,3651,39950,400,39550,0,0,0,35330,35330,0,5,2,0,139392,39950,38,10,20,8,0,0,38,0,0,3,0,1.84,2,12,14,10,0,0,0
1,779,19750515,921,36,109,15,20101231,1.1,2.48,1645198,108104,776,1395773,0,913157,1409698,1041122,0,188200,23680,164520,0,0,0,122910,122910,0,1,9,3,50827,188200,193,193,0,0,0,193,0,0,0,0,0,0.84,51,121,21,0,0,0,0
1,93,20050524,1156,366,34,14,20100630,1.22,1.89,471373,6278,2624,378963,0,408163,271611,55088,0,54405,0,54405,0,0,0,0,0,0,1,7,2,0,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
1,803,19750626,988,223,82,16,20101231,1.24,1.05,205041,49968,388,125021,0,275898,349838,87966,0,50487,9279,41208,1500,0,3877,41208,39708,1500,4,4,0,42167,55864,49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
1,817,19770113,797,103,72,14,20101231,1.1,1.42,715024,29923,14661,610186,0,2518306,2084590,306711,0,177023,39926,137097,0,0,3444,136828,136828,0,2,8,4,131017,180467,209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
4,774,19741119,525,282,120,16,20101231,0.64,0.94,130070,92079,127,58973,0,104745,145740,33955,0,23414,1706,21708,5800,3004,9584,24350,18550,5800,1,3,0,18562,41802,29,8,21,0,0,0,29,0,0,0,0,1,0,29,0,0,0,0,0
1,706,19720720,41,148,111,15,20101220,1.2,4.44,112574,17720,178,79012,0,309917,118392,48537,0,32361,0,32361,0,0,8309,27332,27332,0,2,3,0,128502,40670,33,33,0,0,0,0,33,0,0,0,0,2.33,0,2,20,9,2,0,0
1,654,19720801,292,22,63,4,20101231,1.4,6.65,407724,37467,1248,262731,0,200396,160865,130714,0,0,0,0,0,0,0,58892,58892,0,1,9,2,101495,72380,94,19,0,75,0,0,94,0,0,0,0,1.19,0,76,18,0,0,0,0
1,1067,19930324,900,243,64,15,20100630,1.48,42.93,96666,0,872,64822,0,466802,30173,19300,0,8996,0,8996,0,0,0,8996,8996,0,2,4,0,0,8996,26,24,0,2,0,0,26,0,0,4,0,0,26,0,0,0,0,0,0
2,793,19760909,620,158,122,16,20101231,0.96,1.03,376811,26962,238,365334,0,217310,311931,100986,0,69080,0,69080,0,0,0,56400,56400,0,9,3,0,0,69080,50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
4,1042,19880812,427,89,121,20,20101231,0.97,0.73,488213,0,658,503421,0,259054,364049,10312,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
1,944,19821005,699,329,102,14,20101231,1.13,1.79,763902,140160,752,551358,0,369599,331311,125280,0,72421,720,71701,5223,0,0,57647,52424,5223,1,9,2,32283,77644,80,80,0,0,0,80,0,0,0,8,0,1.2,0,64,16,0,0,0,0
1,103,20040630,738,83,66,14,20101231,1.26,1.52,398326,72250,1806,258050,0,224908,178776,30942,0,232337,0,232337,0,0,0,0,0,0,7,2,0,0,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
3,1047,19890405,737,97,67,18,20101231,0.85,1.22,447359,251087,270,229318,0,129537,106009,1,0,70678,2000,68678,0,0,0,61390,61390,0,6,3,0,599812,70678,60,21,0,39,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
2,972,19861201,1046,80,39,20,20101231,1.03,0,13448599,2214170,22703,10907162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,11,1900941,0,1283,400,0,883,0,91,1192,0,0,65,0,1.99,0,371,653,183,60,12,4
1,105,20101124,151,57,103,13,20101231,19.13,14.87,110725,0,401,5767,0,1221337,82109,1,0,132960,132960,0,0,0,0,102640,102640,0,2,6,4,0,132960,144,88,51,4,1,0,144,0,0,0,0,1.72,2,48,82,12,0,0,0
1,1159,19980925,414,316,129,4,20101231,1.97,1.87,1374462,77462,639,658202,0,522876,369376,84282,4877,50000,0,50000,0,0,0,0,0,0,0,0,0,0,50000,207,41,0,166,0,0,207,0,0,2,0,2.36,0,40,83,54,30,0,0
1,759,19730424,940,149,83,16,20101231,1.19,1.08,734034,121872,1169,514307,0,392015,687917,325451,0,131788,0,131788,0,0,0,102663,102663,0,1,7,0,0,131788,131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
2,1061,19901107,1273,319,86,12,20101231,1.07,0.06,417863,101408,523,295847,0,266714,4380793,5537,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
5,998,19860117,99,148,145,19,20101231,0.28,0.03,245187,0,256,861554,0,307426,11742347,2337311,0,90509,536,89973,0,0,0,68620,68620,0,5,5,1,81588,90509,83,40,0,43,0,0,83,0,0,4,0,1.9,0,26,39,18,0,0,0
1,856,19790719,820,257,124,15,20101231,1.45,3.69,2523198,158365,3822,1625110,0,2139836,1014762,434482,0,0,0,0,0,0,0,123250,123250,0,6,6,4,54491,185970,183,183,0,0,0,22,161,0,0,9,0,1.03,18,141,24,0,0,0,0
1,802,19800813,1284,148,111,14,20101220,1.52,1.55,743954,31641,1448,469051,0,842859,829170,286881,0,108411,16827,91584,0,0,360,99290,99290,0,6,3,2,1104682,108771,130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0
1,884,19791012,280,149,156,14,20101231,1.28,2.08,1225163,119925,1505,859040,0,730500,459041,99960,8700,98900,2437,96463,0,0,0,65850,65850,0,1,6,2,243936,98900,101,100,0,0,1,100,1,0,0,6,0,1.21,0,80,21,0,0,0,0
1,974,19851101,1173,253,14,18,20101231,0.91,2.58,881670,423326,3569,497397,0,390367,153429,1927,0,158483,6065,152418,27355,0,0,153832,126477,27355,7,6,4,127805,185838,171,123,0,48,0,0,171,0,0,6,0,1.18,17,106,48,0,0,0,0
1,623,20071211,669,52,96,7,20101231,2.36,1.63,254604,0,376,107873,0,983300,623114,18984,0,49108,0,49108,0,0,0,44542,44542,0,20,2,0,236172,49108,20,20,0,0,0,0,20,0,0,0,0,0.3,14,6,0,0,0,0,0
1,960,19850201,125,79,32,20,20101231,1.64,2.38,435665,37487,3100,241590,0,438205,194120,10000,0,103490,3760,99730,6050,0,0,68793,63620,5173,4,5,2,459558,109540,117,30,0,87,0,0,117,0,0,6,0,0.93,24,77,16,0,0,0,0
1,717,19720614,399,113,88,11,20101231,1.23,1.52,481669,143380,912,275253,0,126463,199184,115837,0,93740,2500,91240,460,0,0,88599,88180,419,27,2,0,528818,94200,111,44,66,0,1,0,111,0,0,2,0,1.63,0,51,50,10,0,0,0
1,691,19730911,103,99,69,17,20101231,1.34,1.3,314518,70933,311,181803,0,161050,230305,106655,0,129908,38148,91760,0,0,0,91760,91760,0,11,3,0,402930,129908,100,25,56,19,0,0,100,0,0,1,0,1.96,0,16,72,12,0,0,0
1,502,20031218,401,113,88,22,20101231,1.05,1.62,297476,52974,262,232528,0,187889,136106,20000,0,95875,14781,81094,0,0,0,0,0,0,4,3,0,255764,95875,80,76,0,4,0,0,80,0,0,0,0,2.18,0,10,46,24,0,0,0
1,1162,19991231,379,175,84,21,20101231,1.69,1.87,972944,0,2268,574531,0,679898,446358,83587,0,50505,500,50005,0,0,0,0,0,0,0,0,0,0,50505,225,171,0,54,0,0,225,0,0,3,0,2.47,0,0,119,106,0,0,0
1,873,19801107,104,290,45,15,20101231,1.12,7.48,1511362,0,6094,1342695,0,1401820,806479,619000,0,0,0,0,0,0,0,94020,94020,0,3,3,3,705263,125280,160,160,0,0,0,160,0,0,0,16,7,1.09,0,145,15,0,0,0,0
1,495,20031124,1189,231,40,15,20101231,1.66,4.4,301644,71428,936,138351,0,446227,120362,19021,0,71297,0,71297,0,0,0,0,0,0,1,4,1,0,71297,74,73,0,0,1,0,74,0,0,4,0,1.23,0,60,11,3,0,0,0
4,769,19740329,327,141,151,16,20101231,0.86,0.52,153457,17406,399,158600,0,68149,216529,84208,0,60000,0,60000,0,0,0,53200,53200,0,4,3,0,0,60000,80,50,30,0,0,80,0,0,0,4,0,1.38,0,50,30,0,0,0,0
4,771,19750211,705,134,130,16,20101231,0.93,0.45,284003,96342,1682,199098,0,160421,472180,114633,0,75417,17601,57816,0,0,0,58240,58240,0,1,5,2,145461,75417,95,24,71,0,0,95,0,0,0,0,10,1.16,0,80,15,0,0,0,0
1,210,20070627,705,134,130,14,20100630,1.22,1.44,241651,0,1782,196488,0,245877,188273,17305,0,32187,32187,0,0,0,0,25750,25750,0,1,0,1,0,32187,50,50,0,0,0,50,0,0,0,5,0,1,0,50,0,0,0,0,0
2,629,19700513,1034,223,82,7,20101231,1.62,0.13,10540,2182,19,5149,0,18702,156023,7569,0,8000,0,8000,0,0,0,0,0,0,1,2,0,5345,8000,3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
5,794,19740111,1032,223,82,7,20101231,-1.14,0.16,-3450,3600,13,6195,0,11655,76613,3384,0,8000,0,8000,0,0,0,8000,8000,0,1,2,0,5440,8000,3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
1,748,19750415,584,5,80,16,20101231,2.51,38.4,39460,0,16,15687,0,336846,16772,8000,0,7921,0,7921,0,0,0,6900,6900,0,1,2,0,15126,7921,6,2,4,0,0,0,6,0,0,0,0,2,0,0,6,0,0,0,0
2,647,19710520,1033,494,147,15,20101231,1.31,0.47,473979,165001,488,236164,0,178434,605901,199149,25893,75134,9278,65856,0,0,0,64551,64551,0,8,3,0,47980,75134,88,88,0,0,0,0,88,0,0,0,0,2.61,0,3,41,31,13,0,0
1,907,19820421,746,229,77,14,20101231,1.03,12.73,722175,41248,1702,658069,0,998394,354041,275583,0,49227,0,49227,0,0,0,39229,39229,0,2,2,0,923036,49227,58,58,0,0,0,48,10,0,0,7,0,1.4,0,40,13,5,0,0,0
3,627,20070627,447,149,156,9,20101231,0.99,0.89,1498109,36710,293,1482574,0,314724,487886,135395,0,350216,58263,291953,0,0,0,268228,268228,0,1,4,3,0,350216,173,35,0,138,0,0,173,0,0,0,0,0,173,0,0,0,0,0,0
1,836,19750915,218,229,15,21,20101231,1.16,1.58,322802,51735,1550,232601,0,80508,184926,133922,0,0,0,0,0,0,0,60000,60000,0,1,7,2,23573,97020,100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
1,674,19720217,378,49,85,17,20101231,1.48,1.81,614647,120691,922,333926,0,339083,358812,171494,0,221175,29220,191955,0,0,1607,191720,191720,0,10,3,0,573075,221175,200,50,150,0,0,0,200,0,0,4,0,2.34,0,0,132,68,0,0,0
1,881,19820427,1186,67,101,15,20101231,1.13,10.16,1385795,176367,2345,1064500,0,2525266,981820,733210,0,0,0,0,0,0,0,96736,96736,0,2,5,3,166740,144857,140,139,0,0,1,130,10,0,0,14,0,1.2,0,115,22,3,0,0,0
3,11,20001229,498,224,93,4,20101231,0.94,0.39,1670976,58770,394,1710977,0,218678,708415,150377,0,173826,173826,0,0,0,0,0,0,0,2,7,2,0,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
1,851,19790924,284,89,114,14,20101231,1.47,2.35,630139,42611,675,397942,0,462391,272178,75623,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
1,746,19731218,9,36,109,5,20101231,1.46,1.74,527306,134983,354,268158,0,292911,328260,160265,0,129188,11375,117813,0,0,2678,103198,103198,0,11,2,0,627264,131866,108,108,0,0,0,0,108,0,0,0,0,1.94,0,26,66,12,4,0,0
1,813,19760909,175,80,39,16,20101231,1.17,1.37,2535195,604870,1900,1644892,0,865293,1412855,780950,0,513771,6114,507657,0,0,0,443976,443976,0,43,4,2,2281523,513771,441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0
1,816,19760721,182,85,44,15,20101231,1.27,3.15,1522124,216083,1139,1027426,0,833985,877274,612546,0,197087,56049,141038,0,0,0,132150,132150,0,1,8,3,129506,197087,183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0
