rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
977,1/7/1987,910,175,134,SHARP,12/31/2010,B,1.1,0.72,3241187,339683,697,2628198,0,653214,2195875,1284624,0,340477,5595,334882,6563,0,0,252785,246717,6068,8,7,4,143748,347040,269,67,135,67,0,0,269,0,0,18,0,2.02,1,93,92,66,17,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/1995,A,1.06,1.01,884444,79664,8040,753192,0,145523,251721,107438,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/1996,A,1.02,1.12,802234,25010,5615,753192,0,163734,265251,118663,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/1997,A,1.06,1.24,811323,9240,5873,753192,0,199055,290421,130075,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/1998,A,1.24,1.92,958549,13789,7554,753192,0,339786,317572,141041,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/1999,A,1.22,2.11,1034710,94447,18316,753012,0,411035,349114,154432,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2000,A,1.29,2.97,1050543,64191,16731,753192,0,656948,390346,169105,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2001,A,1.35,2.67,1073597,40628,12420,753192,0,572113,399301,185172,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2002,A,1.22,2.07,881252,168055,6782,579314,0,405904,398572,202763,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2003,A,1.16,1.79,729567,72898,3744,563507,0,438067,304980,59833,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2004,A,1.09,1.78,693133,76165,3780,563507,0,363300,270386,65722,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2005,A,1.17,2.09,696172,31439,4832,563507,0,446789,285905,72299,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2006,A,1.01,2.03,700357,125922,7514,563507,0,409842,281010,79475,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2007,A,1.19,2.34,840599,160442,7027,563507,0,528351,312680,87363,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2008,A,1.13,2.58,764520,122313,3476,563507,0,542575,305996,96033,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2009,A,1.13,2.86,741046,105098,1252,563507,0,571416,323283,123651,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
978,11/1/1985,1141,122,50,SOFT,12/31/2010,A,1.04,2.48,660009,73759,484,563507,0,525440,351594,139961,0,112953,2100,110853,0,0,0,82690,82690,0,1,6,2,182893,112953,87,22,0,65,0,0,87,0,0,4,0,1.97,0,7,76,4,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/1995,D,0.97,0.77,206946,6808,2315,203371,0,90746,153405,34795,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/1996,A,1.08,1.95,221884,0,2850,203371,0,157110,111928,31536,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/1997,A,1.06,2.94,253947,31833,5952,203371,0,136258,80757,34486,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/1998,A,0.94,3.1,178178,11376,1451,175832,0,164566,90828,37715,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/1999,C,0.72,3.5,169781,20145,2665,203371,0,153011,84962,41245,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2000,C,0.64,2.97,143685,11730,1533,203371,0,151419,96104,45108,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2001,C,0.49,2.01,100490,0,734,203371,0,122622,504941,49334,394560,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2002,A,1.33,1.64,137399,34018,713,77001,0,128835,79232,720,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2003,B,1,0.58,98030,43153,4253,50624,0,86439,149886,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2004,D,0.65,0.35,84295,46246,5013,50622,0,80536,229421,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2005,B,1.1,0.28,157608,71663,5118,73700,0,83885,300471,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2006,F,0.58,0.2,92862,43771,6339,73700,0,73378,365537,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2007,B,1.23,0.17,278990,182178,5832,73700,0,73301,429304,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2008,A,1.58,1.49,167844,50130,966,73700,0,96804,64974,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2009,A,1.57,1.33,139880,24085,299,73700,0,81940,66585,4794,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
979,12/20/1985,857,229,15,SOFT,12/31/2010,A,1.27,1.25,185632,37318,153,116273,0,94344,75287,1,0,38776,0,38776,0,0,0,30246,30246,0,1,3,1,29261,38776,30,8,0,22,0,0,30,0,0,2,0,1.9,0,6,21,3,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/1995,A,1.11,1.37,497638,22405,16027,412714,0,195759,197117,53895,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/1996,D,0.87,0.98,411102,38390,11595,412768,0,152827,215316,59069,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/1997,D,0.88,0.79,368538,11713,8921,393218,0,140541,276281,99111,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/1998,B,1.08,0.78,480773,29666,6203,412714,0,134680,266776,93970,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/1999,B,1.11,0.65,477104,17191,3827,412661,0,170204,370039,107250,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2000,B,1.03,0.73,441034,13367,4221,412767,0,102192,225586,85232,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2001,B,1.12,0.87,483663,16792,3268,412714,0,103600,1467681,93415,1255616,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2002,F,0.84,0.57,392869,44409,1508,412714,0,118023,1633419,132982,1293116,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2003,C,0.97,0.85,402056,0,778,412714,0,284669,1863849,198793,1330616,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2004,F,0.89,0.79,369475,0,917,412768,0,370139,2107110,269826,1368116,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2005,F,0.66,0.47,275296,0,1131,412714,0,291445,2377293,352666,1405616,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2006,B,1.22,0,472807,346176,5412,99251,0,0,0,0,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2007,A,1.59,1.28,304901,157694,7279,87953,0,429539,337338,1558,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2008,A,0.75,1.46,298231,241237,3909,70362,0,299074,206517,1783,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2009,A,1.27,2.27,153234,61982,1870,70363,0,207861,93548,1820,0,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
980,4/4/1986,1085,149,33,SOFT,12/31/2010,A,1.43,1.79,249064,147195,1308,70362,0,309725,254660,1859,80000,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/1995,A,1.02,2.01,558722,0,7524,539128,0,222384,173800,63208,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/1996,A,0.99,1.67,559105,15932,8784,539127,0,199361,189014,69820,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/1997,A,0.92,1.24,511370,4483,12143,539127,0,110857,166683,77126,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/1998,A,1.02,1.44,609952,50950,11568,539129,0,151452,190242,85196,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/1999,A,0.99,1.2,546021,0,11243,539128,0,147404,216987,94112,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2000,A,1,1,622948,72746,13326,539128,0,130579,234806,103962,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2001,C,0.93,0.79,554943,43734,9631,539128,0,109052,253368,114834,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2002,F,0.86,0.75,548888,77900,4744,539128,0,114078,278166,126867,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2003,D,0.92,0.53,515056,16462,4546,539128,0,109684,345460,140149,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2004,D,0.9,0.33,550657,61090,5009,539128,0,92101,430470,154824,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2005,D,0.9,0.33,504943,68732,4002,478875,0,104330,531194,212102,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2006,F,0.89,0.38,485080,0,4785,539127,0,170521,717827,269635,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2007,F,0.83,0.27,470023,5125,6701,554189,0,134911,802410,306026,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2008,A,1.28,1.76,370010,19303,6925,268380,0,221801,125846,1,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2009,A,1.15,1.54,489484,142953,4136,297876,0,170664,121165,10221,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
981,10/11/1985,222,97,67,SOFT,12/31/2010,A,1.15,1.66,513664,152291,1468,313667,0,183399,125857,15388,0,80008,833,79175,0,0,0,60918,60918,0,3,3,1,229910,80008,73,19,0,54,0,73,0,0,0,6,0,1.74,0,19,54,0,0,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/1995,A,1.3,3.08,244012,0,1226,187479,0,426319,212386,74077,0,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/1996,B,2.63,0.53,539650,32595,3032,191570,0,115580,297800,79923,0,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/1997,B,1.62,0.91,326201,11533,4589,191570,0,191884,297184,86230,0,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/1998,A,1.53,1.27,300211,0,6523,191570,0,136591,200655,93035,0,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/1999,B,1.23,0.66,339498,97925,6050,191564,0,166068,347852,92015,4026,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2000,A,1.49,1.23,310727,32140,5064,183389,0,158137,212546,84369,0,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2001,B,1.43,0.14,333495,74217,2612,179298,0,219560,2313270,102421,669901,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2002,B,1.19,0.12,242793,28972,947,179298,0,180231,2334338,110504,669901,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2003,B,1.7,0.12,388099,82453,485,179298,0,189818,2357264,119225,669901,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2004,D,0.92,0.12,206616,40830,193,179298,0,265088,3038220,123840,669901,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2005,B,1.53,0.11,282858,7630,227,179298,0,236400,4118732,133613,1802434,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2006,D,0.98,0.42,193824,12912,6036,179298,0,651831,3508608,144158,1802353,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2007,F,0.64,0.38,180008,47515,17024,179298,0,649793,3657161,155534,1802353,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2008,F,0.83,0.22,193854,39173,5259,179298,0,619139,5462656,144326,2511337,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2009,B,2.2,0.2,340000,11000,993,149414,0,560316,5356140,1,2496395,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
985,8/19/1985,1004,149,100,SHARP,12/31/2010,F,0,0.35,362267,48078,827,0,0,790867,4764721,1,2496395,2757400,0,2757400,0,0,0,0,0,0,6,4,0,428000,2757400,96,45,50,0,1,0,96,0,0,5,0,2.24,0,25,36,22,13,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/1995,A,1.83,2.1,404345,0,2146,219749,0,405422,373902,77106,103462,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/1996,B,2.37,0.98,532783,0,3747,223165,0,174630,366203,83192,104065,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/1997,B,1.22,0.64,311916,31770,6949,223165,0,115736,374990,89757,104715,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/1998,B,1.96,0.99,443763,0,7378,223165,0,168187,371921,96840,105416,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/1999,A,2.21,1.02,498163,0,7134,222368,0,159552,360096,104483,99188,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2000,B,1.69,0.94,375328,0,10437,216337,0,137974,354615,112728,95825,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2001,A,1.24,1.02,270787,0,7347,212916,0,170996,876165,121625,586257,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2002,B,1.43,0.13,308456,0,3753,212917,0,201973,2318166,131223,586257,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2003,B,1.64,0.15,401283,50669,1870,212917,0,253127,2365669,141579,586257,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2004,B,1.18,0.15,417543,165649,1259,212917,0,255353,4965283,152753,3154086,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2005,B,1.11,0.11,349964,112337,508,212917,0,175265,4943647,164808,3154086,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2006,F,0.86,0.11,226038,42715,1182,212917,0,178803,5015193,177814,3154086,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2007,D,0.97,0.1,273801,64615,2089,212917,0,170804,5241574,191847,3308205,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2008,B,1.17,0.07,324598,74801,512,212917,0,120568,5400333,171385,3479589,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
986,8/1/1985,1083,149,33,SHARP,12/31/2009,B,1.36,0.07,240765,0,47,177428,0,125306,5205002,1,3479589,100933,0,100933,4150,0,0,93805,89655,4150,11,0,0,0,105083,80,54,26,0,0,0,80,0,0,0,0,2.47,0,6,30,44,0,0,0
